游记ID,标题,链接,规则1,规则2
830491,带着老婆去成都，吃香的，喝辣的。,http://www.mafengwo.cn/i/830491.html,7天(情房（就是各种国家主题的）。离机场较近。7天连锁酒店（成都武侯祠店）http://h)|7天(/115396.html位于浆洗街的这间7天，地理位置实在是太好了。出门走50米就是)|一天(油让我心驰神往。刚好2月份老婆周一可以休一天假，连带这周六日。加上深圳去成都的机票才)|六日(刚好2月份老婆周一可以休一天假，连带这周六日。加上深圳去成都的机票才200多。好吧，)|7天(凌晨3点下楼退了房间。我迫不得已给老朋友7天连锁打电话。凌晨3：30入住7天。没能住)|7天(给老朋友7天连锁打电话。凌晨3：30入住7天。没能住上鸣鹭还是很遗憾的。  7天的房)|7天(入住7天。没能住上鸣鹭还是很遗憾的。  7天的房间其实不是很好，这也是为什么，这几年)|7天(住的机会不多的原因。不过位于浆洗街的这间7天，地理位置实在是太好了。出门走50米就是)|3天(果我们花了50块钱，买了一包还不少。吃了3天。分量还是可以的。这个大哥见到我说：你比)|一天(在选下一首谈什么？2碗茶，70多，可以坐一天这个不记得是什么名字了，不过最好听的一段)|7天(也是一景。我们出来的时候已经7点多了，去7天拿了寄存在那的行李。出发去了成都故事主题)|一日(哈哈。以后组一个纯爷们团，来个春熙路蹲点一日游。找个长椅坐1天，就值回机票票价了。成)|1天(爷们团，来个春熙路蹲点一日游。找个长椅坐1天，就值回机票票价了。成都，依然美丽。成都)|2天(。据说很多僧人入住。我们定的是豪华套间。2天大概900多，包双早。貌似有时候你连续定)|2天(大概900多，包双早。貌似有时候你连续定2天，就可以有这样的优惠。如果没优惠，大概6)|一天(要拜一拜。明信片第二天结束。DAY3.这一天理论上是我们行程中的最后一天。我个人是非)|一天(DAY3.这一天理论上是我们行程中的最后一天。我个人是非常想去都江堰的。至于去不去青)|一日(起来不会狠辣。你会喜欢的。我老婆广东人，一日三餐几乎没有辣椒。都可以吃。=||=回复)|一天(啊夏天去一次 就在春熙路边找个椅子坐着看一天 你的成都真不错~=||=回复陈义文：=)|7天(情房（就是各种国家主题的）。离机场较近。7天连锁酒店（成都武侯祠店）http://h)|7天(/115396.html位于浆洗街的这间7天，地理位置实在是太好了。出门走50米就是)|7天(情房（就是各种国家主题的）。离机场较近。7天连锁酒店（成都武侯祠店）http://h)|7天(/115396.html位于浆洗街的这间7天，地理位置实在是太好了。出门走50米就是)|7天(情房（就是各种国家主题的）。离机场较近。7天连锁酒店（成都武侯祠店）http://h)|7天(/115396.html位于浆洗街的这间7天，地理位置实在是太好了。出门走50米就是)|6天(：呵呵=||=回复baoswimm： 哇6天的话时间很充裕可以2天在市区1天西岭雪山)|2天(oswimm： 哇6天的话时间很充裕可以2天在市区1天西岭雪山2天去都江堰青城山吧~)|1天(m： 哇6天的话时间很充裕可以2天在市区1天西岭雪山2天去都江堰青城山吧~你朋友照片)|2天(的话时间很充裕可以2天在市区1天西岭雪山2天去都江堰青城山吧~你朋友照片你有吗传上来),第一天(.....居然呆了3个小时。我们后面回想第一天的行程，觉得这才是休闲游，而休闲才是成都)|第一天(个全民麻将的城市。连纪念品都这么有特色。第一天结束。DAY2第二天直接睡到中午12点。)|day2(城市。连纪念品都这么有特色。第一天结束。DAY2第二天直接睡到中午12点。退了房直奔文殊)|第二天(纪念品都这么有特色。第一天结束。DAY2第二天直接睡到中午12点。退了房直奔文殊坊。入)|第二天(家里有神坛，每到一些日子要拜一拜。明信片第二天结束。DAY3.这一天理论上是我们行程中)|day3(每到一些日子要拜一拜。明信片第二天结束。DAY3.这一天理论上是我们行程中的最后一天。我)|第二天(。这个香芋卷很好吃。我们打包了一些，做了第二天的早餐。就用这个作为成都行的结尾吧。感谢)
1126295,考试前，登九峰山,http://www.mafengwo.cn/i/1126295.html,4日(    2013年1月4日，21点，安静的复习着接下来要考试的科目),第二天(雪。更坚定了我要踏上这段旅程，说走就走，第二天一早就踏上这段旅程。          )|第二天(                    第二天清晨                  )
1178303,成都迷情——缤纷锦里，悠闲宽窄,http://www.mafengwo.cn/i/1178303.html,24日(     3月18至24日，由于公司出差的关系，我第一次踏进了成都),无
989378,行走四川，幸福之旅——成都、九寨、若尔盖、郎木寺（D1 D2成都美食之旅）,http://www.mafengwo.cn/i/989378.html,一天(旅行就是要体会当地人的生活。在成都的最后一天打车的时候，司机师傅跟我说过：“想找成都),第一天(士。哈哈，这群人个个都是那么特点鲜明吧。第一天出发背起包，离开喧嚣的城市，需要勇气、预)|第二天(段（紧邻春熙路）和房间内的洗衣机，哈哈。第二天成都市区游早上起来，伸个懒腰，享受成都美)
1163669,成都美食记（图片绝大部分在锦里拍摄）,http://www.mafengwo.cn/i/1163669.html,无,无
697750,每一个人的心中都有一份成都美食图,http://www.mafengwo.cn/i/697750.html,一天(~~~~~锅里就是鱼啊！~~~~~~爬了一天山，赶紧吃。。春熙路上的总店CZ买了个套)|一天(荐他们家的鱼乡肉丝，相当的与众不同。最后一天，从武侯祠出来又逛锦里，我跟CZ说，我也)|四天(贴出来的基本上就是我吃过的地方了，只去了四天，也不是了解很多。其实你可以对着地图把你),第一天(雷阿婆家的，我们就只吃了雷阿婆家的总店（第一天正好住在陕西会馆，对面就是，以为是推荐的)
754025,成都·都江堰·乐山大佛自驾,http://www.mafengwo.cn/i/754025.html,一天(，体验一下当年徒步或者马帮穿越的艰辛。前一天历经让人崩溃的大堵车，走走停停连续开车了),无
899820,PandaTown-成都の随心所欲吃货之旅,http://www.mafengwo.cn/i/899820.html,4日(心所欲的一次【吃货之旅】 2012年5月4日晚上的飞机，落地已经是夜里12点了，打车),无
791374,北京至成都，千里走单骑。,http://www.mafengwo.cn/i/791374.html,一天(了前后花鼓。     本来打算在西安休整一天的，归心似箭啊，反正车也弄好了，明天继续)|一天(      七十多公里，今天是里程最少的一天，没有在西安市做过多的停留，再一次与西安)|一日(...........       第十一日，佛坪——汉中。     天不亮就出发，)|二日(..........        第十二日， 汉中——宁强。        怎么没)|三日(...........       第十三日，宁强——剑门关。       从宁强走)|四日(...........       第十四日，剑门关——绵阳。       蜀道难，)|五天(...........       第十五天，绵阳——成都。       平安，顺利)|十五天(都。抑制不住内心的喜悦。      经过十五天的骑行，行程码表显示2107公里，路途中)|一天(同时，思考了很多东西，对人生，对家庭，每一天，心情都在起着微妙的变化。忧郁的上路，但)|一天(一墨：临汾不错的地方，呵呵。只可惜没能呆一天。=||=回复悠悠然：呵呵，骑车它堵不住)|500d(奖了=||=回复musizhen：就佳能500D，很低档的。都到次一游型的照片，您过奖了),第一日(       第一日，北京——保定。      去做应该做的)|第二日(..............      第二日，保定——石家庄。      夜里下雨了)|第三天(.............       第三天，石家庄——阳泉。      魔鬼307)|第三天(知，也不会洗车了，又白洗了。     才第三天，我就学会自己跟自己说话了。      )|第四日(..............      第四日，阳泉——榆次。      恋恋不舍的离)|第五日(...........         第五日，榆次——霍州。        天气不错)|第六日(............        第六日，霍州——闻喜。       我深切的领)|第七日(.............       第七日，闻喜——潼关。        早早的从)|第八日(...............     第八日，潼关——西安。     潼关的大车店住)|第九日(.............       第九日，西安——周至。       七十多公里)|第十日(.............       第十日，周至——佛坪。       秦岭，还真)|第十一日(.............       第十一日，佛坪——汉中。     天不亮就出发，)|第十二日(............        第十二日， 汉中——宁强。        怎么没)|第十三日(.............       第十三日，宁强——剑门关。       从宁强走)|第十四日(.............       第十四日，剑门关——绵阳。       蜀道难，)|第十五天(.............       第十五天，绵阳——成都。       平安，顺利)
929578,成都四日吃货行——成都美食攻略,http://www.mafengwo.cn/i/929578.html,4天(号中午到成都，7月2号早上离开成都，总共4天左右。 第一天——     6月28号（)|4天(若干。 【基本开销】除去路费和门票以外。4天的住宿费平均每天130元，加上早餐等等，)|6天(餐等等，总共约600元。美食开销大一点，6天每天平均200元以上，总共约1500元。)|4d(0元。青羊宫10元。金沙遗址80元。加上4D电影的话100元。可以去同程网上订票，取)|4d(元。可以去同程网上订票，取票时再付费，加4D电影能便宜到78元，很实惠。宽窄巷子、锦)|七天(路转309路，到了事先预定的成都草堂北路七天连锁酒店。草堂北路是一条蛮幽静的小路，离)|7天(离杜甫草堂大约有15分钟的步行路程。这家7天连锁附近有不少好吃的。主要有：7天连锁草)|7天(。这家7天连锁附近有不少好吃的。主要有：7天连锁草堂北路店楼下的“乐山钵钵鸡”、草堂)|7天(我已经开始吃今天的第三顿饭了（加上早上在7天连锁吃的早饭）。人民公园附近有好几家廖老)|一天(很大。和妈妈两个人吃了两百多块钱。29号一天的行程就是这样了。明天接着更新吧。===)|一天(三天        30号依然是很充实的一天。上午一早奔赴四川博物院。从7天连锁草堂)|7天(很充实的一天。上午一早奔赴四川博物院。从7天连锁草堂北路店步行大概两站就到了。这次参)|7天(。香油冻糕也好吃。       晚上回到7天连锁草堂北路店又去吃了楼下的钵钵鸡，第二)|四天(是万分舍不得这玩意。        基本四天的行程和美食路线就是这样，欢迎各种关于成)|7天(地方就挺好的，便宜，又不算偏僻。草堂北路7天连锁酒店。我去的时候有用优惠券，算下来就)|一天(锁酒店。我去的时候有用优惠券，算下来就是一天一百三好像。吃的话因为成都本身不大的，买)|七天(那一定要记得提前联系提前预定哦~免得那家七天附近有什么大变化造成出行不便哦~祝游玩顺),第一天(，7月2号早上离开成都，总共4天左右。 第一天——     6月28号（下午）   游)|第二天(山钵钵鸡、玉林串串、廖记棒棒鸡、肥肠粉。第二天——     6月29号        )|第三天(面、凉粉、廖老妈蹄花、喝茶、三只耳火锅。第三天——       6月30号      )|第四天(           吃重庆胖妈烂火锅。第四天——       7月1号       )|第一天(o^)/~下面讲讲具体的行程。 NO.1第一天        28号中午到了成都之后，)|第一天(午大概就吃了这些东西，顺便去了杜甫草堂。第一天的战斗力非常惊人。===========)|第二天(=============== NO.2第二天       29号上午奔赴人民公园，杜)|第三天(======= ——开始更新。 NO.3第三天        30号依然是很充实的一天)|第四天(=============== NO.4第四天         7月1号那天的行程，和)|第二天(7天连锁草堂北路店又去吃了楼下的钵钵鸡，第二天就要离开成都，真是万分舍不得这玩意。  )
1255489,拜水都江堰 问道青城山——高铁青城后山一日游,http://www.mafengwo.cn/i/1255489.html,一天(面，有的高下难攀。山道百转，飞瀑无数。用一天时间上下山比较吃力，体力好的可以。有缆车)|100一天(也非常多。吃住都方便。旺季包吃住是80/100一天，宾馆贵一些。有的只住不管吃。如果住的时)|一天(堰到后山是30公里需要一个小时。如果能头一天晚上住在后山是最好的了。在后山不要住在停)|一天(个单间 后山最好在山上住一晚2.线路是头一天上午去看看都江堰下午去青城后山在那住一晚),第2天(是15元）。还有一种方式是先参观都江堰，第2天去青城山，这样可以省一个多小时的路程时间)|第2天(门票20，票不要剪，也不要丢，里面要查，第2天还可以用。山脚下有两个小广场中间有吊桥连)
1019713,2012国庆节凑热闹，北京到成都自驾,http://www.mafengwo.cn/i/1019713.html,五天(江堰功不可没啊！=||=     第四、五天，去了峨眉山，人太多了，上金顶索道排队就)|8天(后一路狂奔，19“00到北京。还算顺利。8天总行程5000公里。总体感觉，累！挤！但),第一天(  第一天北京－西安，一路顺利。第二天西安－成都，)|第二天(  第一天北京－西安，一路顺利。第二天西安－成都，过秦岭时有些堵车。  第一张)|第三天(较大的支线，附近都会有加油站的。=||=第三天，都江堰  到成都了！昨天晚上在锦里吃了)|第六天(了4个小时，下山又花了3个小时。=||=第六天去了武候祠，杜甫草堂   =||=第七天)|第七天(第六天去了武候祠，杜甫草堂   =||=第七天开始返京，一路狂奔，晚上到了登封，观看《)|第八天(出，亦真亦幻，磅礴大气。    =||=第八天一早参观少林寺和塔林。顺便看了一下塔沟武)
1010494,暴走一族の四川-成都7月4-.13.2012年(下),http://www.mafengwo.cn/i/1010494.html,10天(         这个是关于一棵菜一只蚊10天浪迹天涯的故事.贵阳-成都(下)7月20)|10天(布丁是最好吃的了!!  最后我们要结束这10天的旅程了!!要回广东了!!!    --),无
